household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,next_month_units
13,2018-08-01,Semi-urban,DryHot,4,Middle,6.5,44.19,139.5,8.02,9.48,102.5
19,2016-05-01,Rural,DryHot,6,Low,6.6,41.29,53.4,0.7,1.85,49.9
7,2023-05-01,Urban,WetWarm,4,Middle,7.79,51.55,94.3,4.39,6.06,115.0
20,2016-06-01,Rural,DryHot,8,Low,5.06,40.53,54.1,0.15,2.8,61.4
9,2018-11-01,Semi-urban,WetWarm,5,Middle,4.94,45.11,86.7,3.46,7.27,81.6
11,2019-01-01,Semi-urban,WetWarm,7,Middle,5.85,47.0,121.5,5.72,7.38,114.8
13,2018-01-01,Semi-urban,DryHot,4,Middle,5.51,45.17,109.6,5.44,9.92,131.4
6,2020-05-01,Urban,Cool,5,Middle,6.62,49.01,57.5,0.99,6.84,46.1
18,2022-04-01,Rural,DryHot,6,Low,9.28,50.94,49.3,0.28,2.63,49.2
2,2016-11-01,Urban,WetWarm,4,High,4.88,41.19,111.1,5.81,7.19,92.7
18,2018-12-01,Rural,DryHot,6,Low,5.9,44.28,48.9,0.29,3.62,51.8
14,2023-01-01,Semi-urban,WetWarm,7,Middle,7.75,52.12,109.5,4.64,9.72,124.1
4,2020-02-01,Urban,Cool,7,High,5.63,47.98,75.2,1.94,6.46,59.0
7,2021-08-01,Urban,WetWarm,4,Middle,6.4,49.03,113.0,5.69,9.29,102.1
6,2016-04-01,Urban,Cool,5,Middle,4.55,40.52,66.1,1.92,5.99,45.4
11,2024-11-01,Semi-urban,WetWarm,7,Middle,9.1,53.13,91.1,3.09,8.46,117.3
3,2019-08-01,Urban,Cool,3,Middle,5.03,45.1,49.9,1.09,4.78,44.0
4,2018-06-01,Urban,Cool,7,High,4.67,44.51,59.0,0.7,4.58,53.2
1,2022-05-01,Urban,WetWarm,2,High,7.33,50.32,87.3,4.23,9.06,73.0
16,2019-05-01,Rural,DryHot,8,Low,5.5,45.02,55.1,0.22,3.07,53.5
20,2021-11-01,Rural,DryHot,8,Low,5.9,48.14,58.7,0.64,1.28,57.0
2,2015-12-01,Urban,WetWarm,4,High,4.23,40.4,92.5,4.16,9.97,80.1
12,2023-08-01,Semi-urban,WetWarm,4,Low,8.07,51.87,49.0,0.84,2.07,44.0
13,2020-06-01,Semi-urban,DryHot,4,Middle,6.37,48.4,105.2,5.04,10.42,146.2
16,2021-01-01,Rural,DryHot,8,Low,7.42,48.84,58.9,0.5,3.01,58.4
18,2018-05-01,Rural,DryHot,6,Low,6.91,43.42,46.2,0.02,3.82,47.3
16,2021-06-01,Rural,DryHot,8,Low,6.92,48.43,62.2,0.83,3.69,61.1
7,2015-05-01,Urban,WetWarm,4,Middle,3.28,40.53,80.1,3.22,7.36,91.1
11,2024-07-01,Semi-urban,WetWarm,7,Middle,9.49,52.0,124.8,5.85,8.56,112.9
14,2018-06-01,Semi-urban,WetWarm,7,Middle,4.67,44.51,118.5,5.46,9.65,107.7
3,2017-06-01,Urban,Cool,3,Middle,5.6,43.5,48.3,1.02,3.68,55.2
14,2019-06-01,Semi-urban,WetWarm,7,Middle,4.79,45.98,122.3,5.76,7.64,114.3
18,2021-04-01,Rural,DryHot,6,Low,7.83,47.9,52.0,0.62,1.76,56.3
12,2019-05-01,Semi-urban,WetWarm,4,Low,5.5,45.02,47.4,0.8,2.21,45.2
8,2021-06-01,Urban,WetWarm,2,High,6.92,48.43,81.4,3.76,9.3,78.3
13,2016-05-01,Semi-urban,DryHot,4,Middle,6.6,41.29,119.5,6.25,12.26,117.1
11,2024-12-01,Semi-urban,WetWarm,7,Middle,8.25,53.18,117.3,5.25,9.04,
18,2015-12-01,Rural,DryHot,6,Low,4.23,40.4,47.8,0.18,3.91,56.5
16,2018-04-01,Rural,DryHot,8,Low,5.64,44.85,56.5,0.36,2.61,57.3
17,2015-06-01,Rural,DryHot,5,Low,3.68,40.2,50.5,0.64,3.78,49.5
4,2016-04-01,Urban,Cool,7,High,4.55,40.52,72.8,1.86,5.41,54.3
3,2022-10-01,Urban,Cool,3,Middle,7.72,50.29,48.0,0.91,6.32,57.1
14,2020-04-01,Semi-urban,WetWarm,7,Middle,6.4,47.05,97.3,3.79,6.67,111.2
19,2022-11-01,Rural,DryHot,6,Low,7.48,50.07,47.0,0.18,1.65,49.8
10,2018-03-01,Semi-urban,WetWarm,6,Middle,5.37,43.57,92.1,3.6,7.7,116.6
8,2020-11-01,Urban,WetWarm,2,High,6.29,47.83,103.8,5.53,9.07,99.1
7,2019-09-01,Urban,WetWarm,4,Middle,6.4,44.99,105.3,5.38,6.02,82.6
14,2016-06-01,Semi-urban,WetWarm,7,Middle,5.06,40.53,90.4,3.21,8.02,109.5
3,2022-05-01,Urban,Cool,3,Middle,7.33,50.32,58.2,1.78,4.93,57.4
12,2016-11-01,Semi-urban,WetWarm,4,Low,4.88,41.19,38.7,0.07,2.12,50.0
3,2021-09-01,Urban,Cool,3,Middle,8.17,49.5,43.3,0.42,6.79,43.4
16,2017-05-01,Rural,DryHot,8,Low,3.98,41.54,61.6,0.86,2.97,60.8
1,2016-01-01,Urban,WetWarm,2,High,4.7,41.48,98.7,5.26,8.67,95.7
8,2019-10-01,Urban,WetWarm,2,High,6.79,46.41,96.0,4.92,9.46,51.1
2,2019-04-01,Urban,WetWarm,4,High,5.72,47.74,101.5,4.84,9.68,93.9
3,2016-09-01,Urban,Cool,3,Middle,5.3,42.99,60.3,1.91,6.81,54.3
15,2015-12-01,Rural,DryHot,7,Low,4.23,40.4,56.7,0.7,3.29,51.1
17,2019-05-01,Rural,DryHot,5,Low,5.5,45.02,47.6,0.38,3.3,47.9
8,2020-02-01,Urban,WetWarm,2,High,5.63,47.98,87.0,4.21,8.36,108.0
3,2016-07-01,Urban,Cool,3,Middle,3.33,41.55,37.0,0.06,4.5,49.0
8,2015-05-01,Urban,WetWarm,2,High,3.28,40.53,79.3,3.76,7.72,81.7
2,2016-07-01,Urban,WetWarm,4,High,3.33,41.55,113.0,5.83,9.91,105.1
3,2021-08-01,Urban,Cool,3,Middle,6.4,49.03,42.9,0.46,5.17,43.3
6,2019-06-01,Urban,Cool,5,Middle,4.79,45.98,66.2,1.89,4.46,46.7
15,2018-05-01,Rural,DryHot,7,Low,6.91,43.42,51.9,0.3,1.46,48.3
14,2022-02-01,Semi-urban,WetWarm,7,Middle,7.32,50.82,101.4,3.9,9.48,111.7
5,2021-07-01,Urban,WetWarm,6,High,6.41,49.22,103.6,4.49,6.99,114.0
2,2016-08-01,Urban,WetWarm,4,High,3.6,42.39,105.1,5.28,7.12,113.1
1,2024-05-01,Urban,WetWarm,2,High,9.22,53.0,75.4,3.24,7.52,78.7
5,2019-04-01,Urban,WetWarm,6,High,5.72,47.74,92.6,3.62,6.72,103.5
2,2023-09-01,Urban,WetWarm,4,High,8.1,51.89,116.7,5.99,9.46,114.4
7,2015-04-01,Urban,WetWarm,4,Middle,1.75,40.36,113.2,5.92,8.78,80.1
19,2020-08-01,Rural,DryHot,6,Low,4.72,47.66,56.5,0.97,2.57,50.4
19,2017-12-01,Rural,DryHot,6,Low,5.13,43.91,51.6,0.56,2.74,48.4
3,2022-02-01,Urban,Cool,3,Middle,7.32,50.82,39.9,0.19,5.38,58.7
12,2015-04-01,Semi-urban,WetWarm,4,Low,1.75,40.36,45.1,0.6,2.14,43.2
15,2021-11-01,Rural,DryHot,7,Low,5.9,48.14,54.4,0.54,1.4,59.8
16,2016-04-01,Rural,DryHot,8,Low,4.55,40.52,58.7,0.63,1.61,63.5
18,2024-12-01,Rural,DryHot,6,Low,8.25,53.18,49.0,0.21,3.77,
6,2024-07-01,Urban,Cool,5,Middle,9.49,52.0,65.5,1.78,3.49,60.5
8,2015-07-01,Urban,WetWarm,2,High,4.18,41.28,96.3,5.11,7.7,79.4
2,2021-02-01,Urban,WetWarm,4,High,7.0,48.02,97.1,4.62,6.7,95.0
5,2022-10-01,Urban,WetWarm,6,High,7.72,50.29,121.6,5.97,7.96,113.7
8,2023-11-01,Urban,WetWarm,2,High,7.94,51.31,44.6,0.88,5.8,86.4
5,2016-12-01,Urban,WetWarm,6,High,4.19,41.66,90.8,3.59,7.6,115.7
14,2021-08-01,Semi-urban,WetWarm,7,Middle,6.4,49.03,97.9,3.68,8.71,101.9
14,2020-09-01,Semi-urban,WetWarm,7,Middle,6.43,47.17,122.7,5.88,7.15,94.8
6,2018-10-01,Urban,Cool,5,Middle,5.61,43.66,57.8,1.31,3.89,63.3
1,2015-04-01,Urban,WetWarm,2,High,1.75,40.36,73.7,3.34,6.61,82.9
14,2019-03-01,Semi-urban,WetWarm,7,Middle,6.58,46.65,102.4,4.22,6.53,91.7
4,2023-12-01,Urban,Cool,7,High,7.95,51.32,57.0,0.52,6.33,55.8
12,2017-02-01,Semi-urban,WetWarm,4,Low,5.78,41.98,50.8,0.96,3.08,44.5
1,2015-06-01,Urban,WetWarm,2,High,3.68,40.2,93.2,4.92,6.54,98.5
16,2019-01-01,Rural,DryHot,8,Low,5.85,47.0,57.3,0.49,2.1,61.5
16,2024-09-01,Rural,DryHot,8,Low,8.7,53.58,56.5,0.26,3.62,58.4
5,2020-08-01,Urban,WetWarm,6,High,4.72,47.66,105.7,4.79,7.38,102.6
2,2024-01-01,Urban,WetWarm,4,High,8.24,53.11,83.8,3.44,8.35,90.3
9,2023-08-01,Semi-urban,WetWarm,5,Middle,8.07,51.87,90.9,3.63,8.29,98.9
5,2020-03-01,Urban,WetWarm,6,High,6.58,46.09,104.4,4.56,7.4,111.9
3,2015-03-01,Urban,Cool,3,Middle,4.31,39.53,42.1,0.45,4.66,37.2
8,2019-11-01,Urban,WetWarm,2,High,6.18,45.03,51.1,1.5,4.94,105.1
14,2022-11-01,Semi-urban,WetWarm,7,Middle,7.48,50.07,104.4,4.31,6.41,126.1
10,2021-09-01,Semi-urban,WetWarm,6,Middle,8.17,49.5,93.4,3.73,6.26,95.3
14,2023-07-01,Semi-urban,WetWarm,7,Middle,6.92,52.71,111.3,4.81,9.16,92.6
17,2019-06-01,Rural,DryHot,5,Low,4.79,45.98,47.9,0.55,2.49,47.5
8,2015-03-01,Urban,WetWarm,2,High,4.31,39.53,103.5,5.67,8.57,84.1
12,2019-06-01,Semi-urban,WetWarm,4,Low,4.79,45.98,45.2,0.62,2.35,40.8
17,2020-06-01,Rural,DryHot,5,Low,6.37,48.4,45.7,0.3,3.86,45.0
14,2019-11-01,Semi-urban,WetWarm,7,Middle,6.18,45.03,75.0,2.0,4.85,117.0
3,2018-01-01,Urban,Cool,3,Middle,5.51,45.17,57.1,1.67,5.21,43.2
6,2020-02-01,Urban,Cool,5,Middle,5.63,47.98,62.6,1.58,4.32,60.8
18,2021-12-01,Rural,DryHot,6,Low,7.61,49.29,56.6,0.82,3.96,45.6
19,2023-08-01,Rural,DryHot,6,Low,8.07,51.87,56.2,0.9,3.07,47.8
18,2021-02-01,Rural,DryHot,6,Low,7.0,48.02,44.7,0.04,1.69,54.4
3,2021-03-01,Urban,Cool,3,Middle,6.45,48.63,51.8,1.28,5.41,57.9
12,2016-12-01,Semi-urban,WetWarm,4,Low,4.19,41.66,50.0,1.0,1.81,46.2
14,2024-08-01,Semi-urban,WetWarm,7,Middle,8.43,53.8,106.8,4.58,6.32,123.2
6,2022-08-01,Urban,Cool,5,Middle,4.83,50.03,57.7,1.24,4.22,46.1
6,2016-01-01,Urban,Cool,5,Middle,4.7,41.48,54.0,0.83,5.77,48.8
4,2020-05-01,Urban,Cool,7,High,6.62,49.01,68.1,1.34,6.3,73.7
5,2024-07-01,Urban,WetWarm,6,High,9.49,52.0,89.2,3.28,8.03,91.3
20,2023-02-01,Rural,DryHot,8,Low,7.16,53.38,63.6,0.92,3.21,52.5
17,2023-03-01,Rural,DryHot,5,Low,9.8,51.48,43.2,0.13,2.09,43.3
6,2016-11-01,Urban,Cool,5,Middle,4.88,41.19,55.1,1.05,4.99,47.3
14,2021-06-01,Semi-urban,WetWarm,7,Middle,6.92,48.43,92.1,3.33,6.51,106.6
13,2017-05-01,Semi-urban,DryHot,4,Middle,3.98,41.54,114.6,6.07,8.33,131.7
2,2023-12-01,Urban,WetWarm,4,High,7.95,51.32,103.1,4.9,8.85,83.8
14,2015-08-01,Semi-urban,WetWarm,7,Middle,3.63,39.43,114.1,5.18,9.55,87.9
10,2022-06-01,Semi-urban,WetWarm,6,Middle,6.78,50.22,113.8,5.3,7.94,107.4
16,2019-07-01,Rural,DryHot,8,Low,5.35,45.6,59.0,0.55,3.18,55.9
13,2023-03-01,Semi-urban,DryHot,4,Middle,9.8,51.48,133.8,7.24,12.89,149.5
1,2020-07-01,Urban,WetWarm,2,High,6.81,47.2,77.7,3.51,7.23,99.1
19,2021-09-01,Rural,DryHot,6,Low,8.17,49.5,47.1,0.16,2.46,52.0
1,2017-01-01,Urban,WetWarm,2,High,5.52,42.88,96.3,5.16,6.5,77.6
11,2017-12-01,Semi-urban,WetWarm,7,Middle,5.13,43.91,119.8,5.54,9.23,103.2
2,2017-01-01,Urban,WetWarm,4,High,5.52,42.88,92.6,4.14,8.77,113.2
5,2019-09-01,Urban,WetWarm,6,High,6.4,44.99,107.2,4.88,6.43,90.2
7,2022-08-01,Urban,WetWarm,4,Middle,4.83,50.03,80.8,3.08,9.54,113.6
14,2015-10-01,Semi-urban,WetWarm,7,Middle,4.05,39.64,103.9,4.34,7.58,55.8
1,2022-02-01,Urban,WetWarm,2,High,7.32,50.82,84.8,4.02,7.52,88.8
11,2019-07-01,Semi-urban,WetWarm,7,Middle,5.35,45.6,93.0,3.38,7.08,106.4
16,2022-10-01,Rural,DryHot,8,Low,7.72,50.29,59.1,0.55,2.9,61.3
16,2019-08-01,Rural,DryHot,8,Low,5.03,45.1,55.9,0.41,1.43,55.5
14,2022-09-01,Semi-urban,WetWarm,7,Middle,7.7,49.7,98.0,3.7,9.43,124.3
13,2020-07-01,Semi-urban,DryHot,4,Middle,6.81,47.2,146.2,8.5,10.52,112.8
5,2015-05-01,Urban,WetWarm,6,High,3.28,40.53,113.8,5.44,8.65,94.5
18,2023-02-01,Rural,DryHot,6,Low,7.16,53.38,46.8,0.14,2.79,54.8
20,2016-01-01,Rural,DryHot,8,Low,4.7,41.48,52.6,0.13,2.17,53.5
16,2024-07-01,Rural,DryHot,8,Low,9.49,52.0,62.1,0.78,3.14,53.1
14,2018-09-01,Semi-urban,WetWarm,7,Middle,7.29,44.53,107.8,4.65,8.13,111.5
20,2021-12-01,Rural,DryHot,8,Low,7.61,49.29,57.0,0.53,1.01,61.4
4,2015-03-01,Urban,Cool,7,High,4.31,39.53,63.3,1.18,5.35,54.1
7,2017-06-01,Urban,WetWarm,4,Middle,5.6,43.5,81.8,3.32,8.05,103.4
14,2019-08-01,Semi-urban,WetWarm,7,Middle,5.03,45.1,114.9,5.19,8.88,109.3
9,2020-07-01,Semi-urban,WetWarm,5,Middle,6.81,47.2,105.7,4.95,8.26,110.2
9,2020-11-01,Semi-urban,WetWarm,5,Middle,6.29,47.83,96.6,4.23,6.79,103.0
19,2020-11-01,Rural,DryHot,6,Low,6.29,47.83,54.7,0.79,1.94,49.0
12,2016-04-01,Semi-urban,WetWarm,4,Low,4.55,40.52,38.4,0.03,1.37,44.4
16,2022-04-01,Rural,DryHot,8,Low,9.28,50.94,60.2,0.56,3.59,61.6
13,2020-09-01,Semi-urban,DryHot,4,Middle,6.43,47.17,134.8,7.41,12.55,85.1
6,2020-06-01,Urban,Cool,5,Middle,6.37,48.4,46.1,0.24,4.08,60.7
4,2015-05-01,Urban,Cool,7,High,3.28,40.53,73.6,1.95,6.18,59.6
18,2020-12-01,Rural,DryHot,6,Low,5.4,47.17,53.2,0.72,1.5,53.4
11,2018-04-01,Semi-urban,WetWarm,7,Middle,5.64,44.85,113.7,5.09,9.43,122.6
1,2021-06-01,Urban,WetWarm,2,High,6.92,48.43,97.6,5.21,7.19,89.4
1,2017-04-01,Urban,WetWarm,2,High,4.36,41.99,90.6,4.62,6.86,98.2
17,2022-08-01,Rural,DryHot,5,Low,4.83,50.03,50.9,0.72,1.55,45.7
5,2018-10-01,Urban,WetWarm,6,High,5.61,43.66,90.7,3.4,9.39,111.3
7,2015-06-01,Urban,WetWarm,4,Middle,3.68,40.2,91.1,4.15,6.72,78.5
1,2019-08-01,Urban,WetWarm,2,High,5.03,45.1,105.0,5.66,9.52,97.5
6,2018-03-01,Urban,Cool,5,Middle,5.37,43.57,63.2,1.6,5.99,46.0
3,2020-03-01,Urban,Cool,3,Middle,6.58,46.09,55.3,1.55,4.15,42.1
6,2024-11-01,Urban,Cool,5,Middle,9.1,53.13,50.6,0.41,6.76,59.9
17,2019-04-01,Rural,DryHot,5,Low,5.72,47.74,42.2,0.06,1.66,47.6
6,2017-01-01,Urban,Cool,5,Middle,5.52,42.88,57.7,1.28,3.95,52.4
1,2015-08-01,Urban,WetWarm,2,High,3.63,39.43,82.4,3.99,6.5,80.3
11,2021-09-01,Semi-urban,WetWarm,7,Middle,8.17,49.5,118.7,5.5,6.75,105.8
7,2021-12-01,Urban,WetWarm,4,Middle,7.61,49.29,97.9,4.49,8.49,100.1
9,2022-06-01,Semi-urban,WetWarm,5,Middle,6.78,50.22,100.0,4.44,9.5,116.9
3,2023-01-01,Urban,Cool,3,Middle,7.75,52.12,59.9,1.84,5.73,61.3
1,2018-12-01,Urban,WetWarm,2,High,5.9,44.28,89.4,4.37,9.61,87.1
18,2021-09-01,Rural,DryHot,6,Low,8.17,49.5,54.2,0.76,2.18,51.0
1,2023-11-01,Urban,WetWarm,2,High,7.94,51.31,40.6,0.61,4.59,78.3
3,2024-02-01,Urban,Cool,3,Middle,8.92,53.22,46.4,0.71,4.98,46.8
9,2024-12-01,Semi-urban,WetWarm,5,Middle,8.25,53.18,93.6,4.02,6.65,
2,2024-11-01,Urban,WetWarm,4,High,9.1,53.13,92.1,4.11,6.77,98.4
2,2022-10-01,Urban,WetWarm,4,High,7.72,50.29,106.1,5.11,9.47,112.6
10,2020-05-01,Semi-urban,WetWarm,6,Middle,6.62,49.01,103.4,4.4,8.33,106.9
15,2020-08-01,Rural,DryHot,7,Low,4.72,47.66,52.9,0.34,3.3,58.6
18,2018-06-01,Rural,DryHot,6,Low,4.67,44.51,47.3,0.18,3.75,56.7
7,2021-02-01,Urban,WetWarm,4,Middle,7.0,48.02,77.4,3.0,6.44,91.8
10,2016-05-01,Semi-urban,WetWarm,6,Middle,6.6,41.29,101.7,4.37,7.61,119.3
14,2022-04-01,Semi-urban,WetWarm,7,Middle,9.28,50.94,97.1,3.69,6.22,91.7
14,2016-02-01,Semi-urban,WetWarm,7,Middle,4.35,40.95,95.7,3.73,6.95,98.5
18,2022-11-01,Rural,DryHot,6,Low,7.48,50.07,47.9,0.22,3.04,49.4
3,2023-10-01,Urban,Cool,3,Middle,8.9,52.53,38.5,0.23,3.24,47.1
5,2018-08-01,Urban,WetWarm,6,High,6.5,44.19,88.3,3.29,8.32,111.6
2,2024-05-01,Urban,WetWarm,4,High,9.22,53.0,88.7,3.83,8.01,99.8
6,2018-09-01,Urban,Cool,5,Middle,7.29,44.53,43.9,0.03,5.26,57.8
15,2020-02-01,Rural,DryHot,7,Low,5.63,47.98,58.5,0.75,3.1,53.5
18,2018-08-01,Rural,DryHot,6,Low,6.5,44.19,47.9,0.29,2.56,53.6
12,2024-01-01,Semi-urban,WetWarm,4,Low,8.24,53.11,44.9,0.49,3.18,41.5
5,2019-06-01,Urban,WetWarm,6,High,4.79,45.98,108.9,5.03,7.01,88.0
18,2018-09-01,Rural,DryHot,6,Low,7.29,44.53,53.6,0.63,3.09,46.9
6,2015-04-01,Urban,Cool,5,Middle,1.75,40.36,48.3,0.52,4.3,48.3
13,2019-02-01,Semi-urban,DryHot,4,Middle,8.61,46.29,119.3,6.07,13.91,111.2
20,2023-12-01,Rural,DryHot,8,Low,7.95,51.32,56.2,0.38,1.29,55.2
12,2023-11-01,Semi-urban,WetWarm,4,Low,7.94,51.31,49.6,0.81,2.65,45.5
9,2024-07-01,Semi-urban,WetWarm,5,Middle,9.49,52.0,83.9,3.13,8.8,108.0
18,2019-04-01,Rural,DryHot,6,Low,5.72,47.74,51.2,0.48,3.02,55.5
1,2020-01-01,Urban,WetWarm,2,High,7.09,48.14,93.1,4.77,8.7,84.5
15,2021-12-01,Rural,DryHot,7,Low,7.61,49.29,59.8,0.84,3.93,59.2
1,2022-09-01,Urban,WetWarm,2,High,7.7,49.7,77.9,3.51,7.89,77.4
6,2020-07-01,Urban,Cool,5,Middle,6.81,47.2,60.7,1.46,4.94,50.3
13,2024-09-01,Semi-urban,DryHot,4,Middle,8.7,53.58,112.7,5.6,9.4,98.3
18,2024-10-01,Rural,DryHot,6,Low,7.89,54.04,48.6,0.17,3.83,53.0
3,2018-05-01,Urban,Cool,3,Middle,6.91,43.42,54.6,1.55,3.65,40.4
14,2015-01-01,Semi-urban,WetWarm,7,Middle,5.85,40.12,123.9,6.0,8.86,106.3
3,2024-12-01,Urban,Cool,3,Middle,8.25,53.18,47.3,0.76,5.89,
14,2016-11-01,Semi-urban,WetWarm,7,Middle,4.88,41.19,112.8,5.08,7.11,87.2
13,2023-08-01,Semi-urban,DryHot,4,Middle,8.07,51.87,110.3,5.48,8.38,143.2
12,2021-06-01,Semi-urban,WetWarm,4,Low,6.92,48.43,41.0,0.23,2.98,47.0
19,2016-01-01,Rural,DryHot,6,Low,4.7,41.48,52.2,0.66,2.41,46.6
8,2015-08-01,Urban,WetWarm,2,High,3.63,39.43,79.4,3.59,9.77,99.3
11,2015-07-01,Semi-urban,WetWarm,7,Middle,4.18,41.28,101.0,4.22,6.58,99.8
17,2017-07-01,Rural,DryHot,5,Low,6.06,41.63,49.3,0.54,3.97,44.6
1,2024-03-01,Urban,WetWarm,2,High,9.17,54.27,102.7,5.42,9.29,74.1
1,2018-07-01,Urban,WetWarm,2,High,4.34,44.49,73.9,3.1,9.93,86.7
2,2015-06-01,Urban,WetWarm,4,High,3.68,40.2,97.1,4.5,9.51,79.0
2,2022-01-01,Urban,WetWarm,4,High,6.2,49.99,82.5,3.46,6.14,107.9
13,2017-10-01,Semi-urban,DryHot,4,Middle,5.48,43.4,83.7,3.44,7.87,110.5
1,2019-05-01,Urban,WetWarm,2,High,5.5,45.02,102.8,5.55,7.66,80.0
5,2020-06-01,Urban,WetWarm,6,High,6.37,48.4,87.8,3.22,6.4,99.1
1,2020-09-01,Urban,WetWarm,2,High,6.43,47.17,100.7,5.38,8.35,97.3
14,2017-09-01,Semi-urban,WetWarm,7,Middle,5.1,42.5,112.5,5.13,6.69,108.4
15,2022-11-01,Rural,DryHot,7,Low,7.48,50.07,58.6,0.79,2.99,59.0
18,2020-11-01,Rural,DryHot,6,Low,6.29,47.83,47.3,0.16,3.14,53.2
19,2020-10-01,Rural,DryHot,6,Low,7.62,47.43,55.1,0.74,3.14,54.7
12,2023-09-01,Semi-urban,WetWarm,4,Low,8.1,51.89,44.0,0.4,2.78,48.5
2,2020-04-01,Urban,WetWarm,4,High,6.4,47.05,96.0,4.44,7.27,103.5
2,2016-06-01,Urban,WetWarm,4,High,5.06,40.53,83.5,3.61,6.37,113.0
8,2019-12-01,Urban,WetWarm,2,High,6.71,46.48,105.1,5.7,8.91,89.7
7,2021-05-01,Urban,WetWarm,4,Middle,6.75,48.98,84.9,3.51,8.57,77.7
2,2016-01-01,Urban,WetWarm,4,High,4.7,41.48,80.1,3.12,9.96,79.1
1,2021-09-01,Urban,WetWarm,2,High,8.17,49.5,107.1,5.81,9.53,74.1
14,2017-03-01,Semi-urban,WetWarm,7,Middle,3.88,42.42,117.9,5.46,8.25,90.0
18,2017-07-01,Rural,DryHot,6,Low,6.06,41.63,53.9,0.76,1.36,57.0
7,2018-03-01,Urban,WetWarm,4,Middle,5.37,43.57,106.9,5.44,7.45,95.6
5,2020-02-01,Urban,WetWarm,6,High,5.63,47.98,89.8,3.53,6.2,104.4
9,2019-12-01,Semi-urban,WetWarm,5,Middle,6.71,46.48,103.6,4.81,6.54,93.3
17,2018-06-01,Rural,DryHot,5,Low,4.67,44.51,42.5,0.14,1.12,47.9
9,2016-12-01,Semi-urban,WetWarm,5,Middle,4.19,41.66,84.3,3.26,7.38,110.0
18,2023-07-01,Rural,DryHot,6,Low,6.92,52.71,51.9,0.42,3.33,55.4
2,2018-10-01,Urban,WetWarm,4,High,5.61,43.66,96.8,4.45,9.51,85.7
3,2015-09-01,Urban,Cool,3,Middle,4.94,39.84,55.3,1.56,5.48,49.5
12,2015-12-01,Semi-urban,WetWarm,4,Low,4.23,40.4,46.7,0.64,2.81,49.0
4,2022-03-01,Urban,Cool,7,High,6.81,49.83,63.2,0.94,6.86,57.3
14,2019-02-01,Semi-urban,WetWarm,7,Middle,8.61,46.29,101.7,4.06,8.18,102.4
8,2016-07-01,Urban,WetWarm,2,High,3.33,41.55,102.6,5.59,9.79,76.2
12,2018-03-01,Semi-urban,WetWarm,4,Low,5.37,43.57,40.6,0.13,3.11,41.4
15,2015-10-01,Rural,DryHot,7,Low,4.05,39.64,48.1,0.0,1.76,60.0
1,2023-02-01,Urban,WetWarm,2,High,7.16,53.38,103.9,5.64,7.3,80.7
14,2020-07-01,Semi-urban,WetWarm,7,Middle,6.81,47.2,118.3,5.57,6.86,107.3
7,2022-02-01,Urban,WetWarm,4,Middle,7.32,50.82,84.2,3.41,7.73,83.2
7,2016-06-01,Urban,WetWarm,4,Middle,5.06,40.53,79.7,3.29,6.5,89.4
15,2021-04-01,Rural,DryHot,7,Low,7.83,47.9,53.5,0.26,3.84,54.8
16,2016-07-01,Rural,DryHot,8,Low,3.33,41.55,60.4,0.74,1.58,57.9
1,2023-07-01,Urban,WetWarm,2,High,6.92,52.71,107.5,5.95,7.98,79.0
4,2021-03-01,Urban,Cool,7,High,6.45,48.63,70.4,1.53,6.58,69.4
1,2021-03-01,Urban,WetWarm,2,High,6.45,48.63,102.9,5.48,9.72,92.1
5,2023-02-01,Urban,WetWarm,6,High,7.16,53.38,105.8,4.59,9.91,109.2
16,2017-06-01,Rural,DryHot,8,Low,5.6,43.5,60.8,0.69,2.7,52.0
15,2021-03-01,Rural,DryHot,7,Low,6.45,48.63,51.1,0.12,3.5,53.5
11,2017-07-01,Semi-urban,WetWarm,7,Middle,6.06,41.63,116.5,5.43,6.71,88.8
8,2021-07-01,Urban,WetWarm,2,High,6.41,49.22,78.3,3.5,7.74,78.6
12,2015-07-01,Semi-urban,WetWarm,4,Low,4.18,41.28,47.1,0.75,1.05,44.2
19,2020-04-01,Rural,DryHot,6,Low,6.4,47.05,48.9,0.22,3.0,53.7
19,2017-11-01,Rural,DryHot,6,Low,5.01,42.21,52.7,0.67,1.32,51.6
18,2024-09-01,Rural,DryHot,6,Low,8.7,53.58,54.4,0.72,1.86,48.6
7,2018-07-01,Urban,WetWarm,4,Middle,4.34,44.49,79.3,3.14,6.35,94.9
9,2017-06-01,Semi-urban,WetWarm,5,Middle,5.6,43.5,115.4,5.8,7.34,100.3
4,2017-05-01,Urban,Cool,7,High,3.98,41.54,54.7,0.3,6.85,67.2
2,2024-08-01,Urban,WetWarm,4,High,8.43,53.8,95.3,4.28,8.84,89.5
18,2018-07-01,Rural,DryHot,6,Low,4.34,44.49,56.7,0.97,2.28,47.9
3,2017-04-01,Urban,Cool,3,Middle,4.36,41.99,48.0,0.87,6.4,48.8
12,2015-10-01,Semi-urban,WetWarm,4,Low,4.05,39.64,38.9,0.19,1.13,49.4
14,2023-03-01,Semi-urban,WetWarm,7,Middle,9.8,51.48,120.9,5.65,7.66,94.7
1,2024-10-01,Urban,WetWarm,2,High,7.89,54.04,96.1,4.83,9.85,96.3
